节点编号,路口横坐标,路口纵坐标
391,28.495825,31.08826667
392,28.172975,32.02206667
393,28.0157,32.46376667
394,27.9658,32.6075
395,27.885275,32.828
396,27.861675,32.8926
397,27.5559,33.73073333
398,27.39635,34.1743
399,27.204575,34.67943333
400,27.372775,34.16586667
401,27.53185,33.7215
402,27.829775,32.8776
403,27.853475,32.81293333
404,27.930025,32.5953
405,27.98145,32.45266667
406,28.14565,32.00753333
407,28.4688,31.07476667
408,26.50705,36.62913333
409,46.150275,26.7652
410,45.30425,26.75246667
411,42.53725,26.456
412,51.4822,24.0067
413,50.7553,23.72546667
414,48.93025,22.9928
415,47.829225,22.55626667
416,47.08285,22.2498
417,46.905675,22.17866667
418,46.524625,22.02563333
419,46.3979,21.97476667
420,45.999325,21.8147
421,45.568575,21.64173333
422,45.084575,21.45156667
423,44.602475,21.25403333
424,44.1113,21.0539
425,43.57405,20.83943333
426,42.466925,20.38836667
427,67.97385,14.94543333
428,67.8594,17.03253333
429,67.7958,22.93026667
430,67.696525,26.656
431,67.614075,27.0635
432,67.648475,26.9448
433,67.6522,26.71446667
434,67.65925,26.2807
435,74.1355,28.8348
436,72.760625,27.333
437,74.749325,29.37946667
438,75.6165,30.3513
439,76.038325,31.78353333
440,76.026125,32.50333333
441,76.015825,33.1925
442,74.453825,29.49876667
443,74.2642,29.4558
444,74.071825,29.26326667
445,74.2211,28.76213333
446,74.467275,28.69533333
447,74.634325,28.73526667
448,74.813225,28.89466667
449,74.86965,29.11396667
450,74.704175,29.41746667
451,79.151275,31.83846667
452,79.1176,33.22903333
453,38.14125,39.06116667
454,38.19025,38.9903
455,38.676475,38.30243333
456,39.158575,37.63353333
457,52.01705,32.84993333
458,52.5418,32.85443333
459,46.09615,32.75133333
460,46.720725,32.76286667
461,48.7944,32.79953333
462,49.0552,32.8033
463,49.378525,32.80796667
464,50.30985,32.82166667
465,51.077775,32.8344
466,52.259175,52.2445
467,52.258325,52.21566667
468,52.26775,51.4655
469,52.27235,51.10903333
470,46.745225,40.7312
471,46.7639,40.747
472,47.0312,40.98486667
473,47.1807,41.64326667
474,47.171775,41.7615
475,54.51,43.9361
476,54.4857,43.9345
477,53.888275,43.93436667
478,53.34695,44.3981
479,53.007575,44.651
480,52.788375,44.75646667
481,52.758325,44.75593333
482,52.19575,44.75296667
483,51.571775,44.74806667
484,51.057475,44.7486
485,51.1522,37.1821
486,51.14715,37.45726667
487,51.142975,37.68853333
488,51.142975,38.12483333
489,51.135675,38.56083333
490,51.13105,39.06843333
491,51.1214,39.59783333
492,51.103075,40.2327
493,51.097325,40.5176
494,51.093,40.77913333
495,51.088675,41.03933333
496,51.083825,41.26633333
497,51.079475,41.46923333
498,51.0748,41.8233
499,51.07345,41.85166667
500,49.504275,43.5179
501,49.2129,43.51406667
502,48.7106,43.50683333
503,48.13605,43.58003333
504,48.100425,43.59813333
505,47.702375,43.8003
506,47.63875,43.83363333
507,74.443425,54.93666667
508,74.53545,55.02486667
509,16.4156,27.15423333
510,15.712125,28.37823333
511,15.487875,29.33496667
512,15.413125,30.47036667
513,15.356925,31.36096667
514,18.983625,32.4306
515,18.958525,32.42646667
516,17.771825,32.1436
517,15.492325,31.6215
518,41.147275,44.18613333
519,41.02185,43.94276667
520,41.038175,43.8911
521,41.242425,43.75466667
522,41.277775,43.75526667
523,41.305975,43.7594
524,41.4438,43.84263333
525,41.4896,43.94
526,41.268825,44.21106667
527,41.221625,44.209
528,36.9641,49.97
529,36.965275,49.93073333
530,36.9942,48.0757
531,37.00805,47.07063333
532,37.015775,46.4785
533,37.038875,45.52963333
534,37.104225,44.0068
535,37.10325,43.9185
536,37.10275,43.87236667
537,37.123625,42.6846
538,37.1535,41.11183333
539,37.1833,39.90536667
540,37.2118,39.90633333
541,37.179975,41.11376667
542,37.1804,41.80083333
543,37.145275,42.68443333
544,37.140025,43.8725
545,37.13895,43.91936667
546,37.139,44.00743333
547,37.0897,45.5311
548,37.069675,46.4785
549,37.06045,47.0721
550,37.016075,49.93133333
551,37.015475,49.97
552,25.73615,31.9
553,25.7487,31.8622
554,25.805275,31.7181
555,26.00205,31.17413333
556,26.231275,30.5306
557,24.187625,31.17473333
558,25.9276,31.76273333
559,27.4902,32.28506667
560,27.668,32.34613333
561,27.67735,32.3491
562,27.7341,32.52233333
563,27.687475,32.50503333
564,33.081575,30.79633333
565,32.18645,32.4444
566,31.949925,32.85376667
567,31.9281,32.89223333
568,31.72435,33.21763333
569,31.440525,33.72496667
570,31.02795,34.44756667
571,30.98525,34.5277
572,30.59905,35.22543333
573,30.286,35.78436667
574,33.0473,29.1741
575,35.936775,26.70573333
576,37.2318,25.6124
577,38.669625,24.39093333
578,38.95605,24.14176667
579,38.986075,24.11616667
580,39.018875,24.08296667
581,39.0458,24.05413333
582,39.30505,23.78013333
583,24.997875,8.1109
584,25.4717,8.615533333
585,44.881075,6.1726
586,44.8795,6.3618
587,44.869225,7.5971
588,44.8625,8.402133333
589,44.8557,9.2916
590,44.5842,11.0088
591,43.9311,11.89083333
592,43.8889,11.9395
593,43.834275,11.9908
594,43.4809,12.38143333
595,42.740475,13.35236667
596,42.534825,14.66473333
597,42.531725,14.7125
598,42.53255,15.58773333
599,42.5285,16.1293
600,42.5161,17.31596667
601,42.51585,17.38066667
602,42.51295,18.09936667
603,42.5039,20.35456667
604,28.25265,30.39426667
605,26.599025,29.69403333
606,30.98205,32.3954
607,30.796475,32.7208
608,30.501725,33.24213333
609,30.0978,33.96016667
610,30.057125,34.0364
611,29.65465,34.73606667
612,29.2883,35.40326667
613,33.190725,30.84533333
614,32.195775,30.32213333
615,32.137975,30.2935
616,33.589,29.6631
617,32.6581,28.32693333
618,41.19135,37.2011
619,41.269125,37.2236
620,41.33905,37.27796667
621,41.40325,37.42923333
622,36.143375,39.89546667
623,36.16045,38.63106667
624,37.93555,36.08486667
625,38.7687,36.63256667
626,39.307,36.64533333
627,40.065975,36.6633
628,41.399925,36.98153333
629,55.51875,38.19603333
630,54.6904,38.17886667
631,54.660425,38.17823333
632,54.6242,38.17693333
633,54.265775,38.1721
634,54.043025,38.1688
635,53.461875,38.16273333
636,52.897275,38.15426667
637,52.8637,38.15376667
638,52.302825,38.14526667
639,51.68185,38.13816667
640,49.95665,38.1035
641,32.74805,46.02263333
642,32.70535,45.98356667
643,33.0346,43.93916667
644,33.04875,43.85243333
645,33.05585,43.8065
646,33.17615,42.9096
647,33.434075,41.07833333
648,33.4524,41.03516667
649,33.60125,39.88916667
650,33.816,38.40266667
651,33.8995,37.76873333
652,33.98625,37.19276667
653,34.085375,36.6805
654,35.29005,34.9401
655,35.8294,34.2013
656,36.07385,33.86643333
657,36.605675,33.13793333
658,35.53795,32.4141
659,35.00945,33.13936667
660,34.763425,33.4768
661,34.219,34.22553333
662,34.1935,34.26163333
663,36.799325,38.77233333
664,36.117675,38.60956667
665,35.376425,38.42296667
666,34.8991,38.41036667
667,33.857175,38.4022
668,33.10055,43.8557
669,35.337475,43.89106667
670,38.973575,43.94106667
671,40.0894,43.9574
672,34.0646,31.41526667
673,36.69475,33.1983
674,37.61995,33.82026667
675,46.022825,32.9573
676,46.08965,33.05686667
677,45.9482,33.02906667
678,32.577225,46.01983333
679,30.4876,46.12713333
680,29.329275,46.16956667
681,13.685375,46.79803333
682,16.64345,46.67296667
683,17.577175,46.61666667
684,17.619225,46.61513333
685,20.11705,46.52933333
686,21.188425,46.47426667
687,21.9695,46.4444
688,22.984325,46.39563333
689,23.475125,46.37716667
690,23.70855,46.36466667
691,24.20085,46.3304
692,24.75655,46.3218
693,24.92695,46.31293333
694,28.325825,46.1775
695,28.97035,46.13936667
696,13.62925,46.76616667
697,15.496925,43.18846667
698,15.93645,42.37466667
699,16.01115,42.2295
700,16.055525,42.14576667
701,16.1268,42.00906667
702,17.342425,39.63656667
703,17.3688,39.58536667
704,18.261325,37.4474
705,13.637325,46.88453333
706,13.6105,46.88166667
707,13.5713,46.8423
708,13.659,46.7728
709,13.6923,46.82256667
710,11.3833,47.07573333
711,32.74805,45.9699
712,33.8497,45.74656667
713,35.234625,45.5102
714,35.306175,45.50936667
715,37.81855,45.53876667
716,38.257075,45.5422
717,38.559075,45.54456667
718,39.5072,45.5568
719,40.071925,45.56743333
720,41.210075,45.5877
721,41.252325,45.5889
722,42.9149,45.62986667
723,43.499775,45.63603333
724,43.918525,45.6165
725,44.3148,45.4885
726,44.4221,45.44376667
727,44.738625,45.28313333
728,45.0979,45.1049
729,45.521825,44.8889
730,45.8716,44.71813333
731,46.307175,44.50006667
732,46.531475,44.3835
733,41.312175,41.8243
734,41.298275,42.49793333
735,41.269,42.49866667
736,39.485575,41.15063333
737,39.493175,40.69786667
738,39.495325,40.59393333
739,39.498075,40.46076667
740,39.499725,40.3823
741,39.501575,40.2924
742,39.6326,40.15996667
743,39.686125,40.10586667
744,39.8724,40.23196667
745,39.8231,40.2997
746,39.78985,40.39006667
747,39.788775,40.46493333
748,39.786975,40.59103333
749,39.785475,40.6958
750,39.778975,41.15163333
751,38.99055,42.41926667
752,40.116275,42.4477
753,40.981125,42.48206667
754,41.2365,42.49876667
755,41.2688,44.72083333
756,41.669825,47.9429
757,42.36705,49.7851
758,42.376725,49.81063333
759,42.3389,49.824
760,42.329275,49.7984
761,42.169125,49.3732
762,41.866825,48.5705
763,41.634475,47.95353333
764,41.306725,47.1112
765,41.201525,46.40666667
766,26.4831,50.67293333
767,25.98225,50.72236667
768,28.506275,50.69296667
769,29.175475,50.82353333
770,26.2759,50.6422
771,26.5046,50.64383333
772,28.2849,50.6565
773,28.553025,50.6584
774,29.1031,50.75323333
775,29.247725,50.7781
776,42.508125,49.80316667
777,42.70565,50.03956667
778,42.4645,50.28333333
779,42.41965,50.28133333
780,42.200875,50.0346
781,39.386625,57.3545
782,37.584275,54.74453333
783,37.56395,54.69963333
784,37.53465,54.64513333
785,36.437625,52.72313333
786,35.9633,51.87256667
787,35.794325,51.56953333
788,35.457625,50.96886667
789,34.925325,49.98656667
790,35.824825,51.55196667
791,36.3897,52.56153333
792,36.467125,52.69993333
793,37.5561,54.60133333
794,33.544875,47.4391
795,33.579025,47.49756667
796,33.936925,48.16043333
797,34.1437,48.54343333
798,34.88575,49.91693333
799,34.90075,49.9447
800,51.45915,23.94883333
801,52.35885,23.53636667
802,53.576675,22.97803333
803,53.6215,22.9575
804,54.7181,22.45473333
805,54.901125,22.37463333
806,54.942125,22.35683333
807,55.06945,22.286
808,55.8184,21.97476667
809,56.65625,21.9464
810,57.705375,21.95103333
811,57.870825,21.95083333
812,58.721275,21.94946667
813,59.807225,21.94776667
814,60.122925,21.94726667
815,23.799725,21.16223333
816,23.171225,20.42296667
817,22.96695,20.2232
818,21.5974,18.88396667
819,21.5488,18.83933333
820,20.689475,18.00183333
821,18.848475,15.9765
822,18.812325,15.93543333
823,33.2114,33.54083333
824,33.18295,33.57796667
825,32.621925,34.34606667
826,32.2174,35.07116667
827,32.17675,35.14346667
828,31.77315,35.86166667
829,31.57665,36.2115
830,31.1764,36.9636
831,30.538075,38.4966
832,35.382875,39.9084
833,33.659325,39.89863333
834,43.903075,31.0708
835,44.401275,31.08426667
836,44.875575,31.10223333
837,45.0216,31.1017
838,45.8266,31.09626667
839,40.9825,17.40683333
840,40.534175,17.39813333
841,39.00945,17.4072
842,37.438925,17.42703333
843,37.262325,17.42926667
844,36.11545,17.44563333
845,31.61455,17.886
846,30.19465,18.1644
847,29.96275,18.20776667
848,29.368275,18.3215
849,29.31625,18.33066667
850,28.1508,18.56056667
851,67.3792,22.2422
852,66.36015,22.0689
853,64.75565,21.9987
854,64.705375,21.99796667
855,63.27785,22.00333333
856,61.37655,22.0051
857,61.01605,21.99913333
858,60.6476,21.99976667
859,29.3513,18.23403333
860,29.833575,18.9397
861,32.0412,21.72016667
862,33.118525,23.09756667
863,33.560525,23.65696667
864,33.825275,23.99206667
865,33.83625,24.00586667
866,35.12585,25.67146667
867,35.308175,25.9073
868,30.930425,26.09226667
869,32.224175,25.1544
870,28.222975,37.3384
871,41.36215,39.8079
872,40.90645,39.79566667
873,40.302475,39.40076667
874,39.85425,39.09523333
875,39.805975,39.05783333
876,39.000925,41.8029
877,41.247025,37.25553333
878,41.19095,37.20146667
879,27.787325,32.3852
880,27.742375,32.36976667
881,27.627025,32.48346667
882,27.61945,32.48076667
883,27.442125,32.42166667
884,25.87485,31.9094
885,24.1452,31.30326667
886,27.38835,33.67676667
887,26.4526,30.2966
888,26.360475,30.55713333
889,46.61685,44.3648
890,48.448,44.16563333
891,48.70315,44.0887
892,49.2044,44.09506667
893,49.493325,44.1014
894,32.544325,45.98993333
895,48.11255,40.22603333
896,49.078175,39.26466667
897,49.841025,38.53396667
898,49.442375,39.5952
899,51.65615,39.6057
900,52.281175,39.6156
901,52.839875,39.62553333
902,52.8763,39.62606667
903,53.436475,39.63316667
904,54.025275,39.38653333
905,54.244475,39.38976667
906,54.5878,39.3943
907,46.590375,44.32036667
908,47.95665,40.08096667
909,48.27565,40.38376667
910,48.376675,40.47996667
911,48.752825,40.545
912,30.0959,36.198
913,30.19855,35.74886667
914,47.0512,44.09693333
915,47.357925,43.9462
916,47.38085,43.99026667
917,47.074875,44.14003333
918,48.4653,39.57793333
919,48.085,39.95426667
920,47.6332,40.3971
921,47.421675,40.6038
922,52.56375,35.51846667
923,52.78715,35.7318
924,52.944675,35.87963333
925,52.919225,36.89066667
926,52.910875,37.21466667
927,52.9019,37.72196667
928,52.899625,37.9353
929,52.892875,38.36333333
930,52.888325,38.58033333
931,52.8856,39.10123333
932,52.857775,40.55186667
933,52.85595,40.68223333
934,52.8542,40.8062
935,52.8506,41.06053333
936,52.8462,41.28296667
937,52.8422,41.49213333
938,52.84185,41.85123333
939,52.8422,41.87946667
940,52.84095,41.93476667
941,52.831075,42.251
942,52.818325,42.69523333
943,52.8141,42.97143333
944,52.810225,43.2717
945,52.806325,43.571
946,52.798625,43.85186667
947,52.794275,44.14006667
948,52.7907,44.40176667
949,52.810825,45.0055
950,52.9368,45.23253333
951,53.058775,45.4573
952,53.073225,45.48436667
953,28.68645,36.47123333
954,28.748025,36.5002
955,29.95965,36.78153333
956,32.241975,37.1164
957,34.028775,37.19843333
958,58.689725,39.7082
959,60.329125,39.84576667
960,60.431175,39.85106667
961,54.576275,39.93093333
962,54.619725,39.93103333
963,54.648025,39.92966667
964,55.4905,39.66486667
965,56.207825,39.55263333
966,56.955275,39.39993333
967,57.8364,39.84516667
968,58.14225,40.08906667
969,58.46925,40.3427
970,58.9169,40.69886667
971,59.168325,40.8989
972,59.42205,41.11066667
973,60.037775,41.68566667
974,60.18855,41.77263333
975,60.240525,41.8037
976,55.4604,41.91083333
977,55.461075,41.88266667
978,55.4713,41.3693
979,55.472925,41.10576667
980,55.47465,40.84016667
981,55.478025,40.585
982,55.5125,38.6207
983,55.514175,38.40663333
984,55.529475,37.76073333
985,55.538175,37.25943333
986,49.6733,38.37433333
987,49.42955,38.1282
988,49.3975,38.09936667
989,49.13125,37.84786667
990,49.053425,37.77426667
991,51.67365,38.5663
992,52.296125,38.57193333
993,52.856275,38.5799
994,53.455525,38.5903
995,54.03865,38.6004
996,54.25825,38.6033
997,54.610775,38.6088
998,54.6517,38.60943333
999,54.6808,38.609
1000,41.796025,36.59266667
1001,41.9386,36.4676
1002,41.99655,36.41216667
1003,42.115675,36.29323333
1004,42.8259,35.57463333
1005,43.085,35.30896667
1006,43.3841,35.01836667
1007,43.514875,34.8905
1008,44.73295,33.67096667
1009,45.46065,32.94206667
1010,41.6604,36.7242
1011,41.7192,36.78076667
1012,40.373875,38.36476667
1013,40.31255,38.446
1014,54.686325,38.39123333
1015,54.6561,38.39216667
1016,56.20065,40.59016667
1017,56.1944,41.1195
1018,56.19285,41.3872
1019,56.18655,41.8967
1020,56.184225,41.92586667
1021,56.1833,41.98243333
1022,56.169875,42.46546667
1023,59.198525,42.46623333
1024,58.81615,42.6216
1025,57.168775,43.21443333
1026,56.6468,43.56623333
1027,56.11265,43.93796667
1028,56.0539,43.97106667
1029,54.899675,44.6504
1030,54.881375,44.70216667
1031,58.12995,43.8621
1032,58.591775,44.1332
1033,58.63615,44.15756667
1034,58.89695,44.34583333
1035,59.03975,44.44263333
1036,59.3417,44.66163333
1037,59.621075,44.869
1038,57.363525,44.27896667
1039,57.720725,44.5151
1040,58.12385,44.8325
1041,58.1551,44.86203333
1042,58.4036,45.0257
1043,58.551275,45.13756667
1044,58.875,45.36723333
1045,59.145775,45.55343333
1046,54.8839,44.93143333
1047,54.9099,44.97596667
1048,55.665625,45.35043333
1049,56.1499,45.52896667
1050,56.707525,45.71823333
1051,57.350725,45.948
1052,57.385125,45.96686667
1053,58.47685,46.59086667
1054,59.70365,47.1686
1055,59.850475,47.23813333
1056,59.9416,47.28073333
1057,60.0489,47.32983333
1058,60.52715,47.5487
1059,61.0149,47.7719
1060,61.42955,47.96163333
1061,61.491625,48.01933333
1062,61.3975,48.00706667
1063,61.1231,47.87653333
1064,60.82785,47.7431
1065,60.528275,47.6077
1066,60.239425,47.47713333
1067,60.016875,47.37653333
1068,59.915875,47.33086667
1069,59.824475,47.28846667
1070,59.72945,47.2421
1071,59.0615,46.9265
1072,58.45385,46.63823333
1073,58.262075,46.52706667
1074,57.5924,46.14193333
1075,57.355025,46.0054
1076,57.31855,45.9884
1077,56.689125,45.76043333
1078,56.15925,45.58566667
1079,55.64235,45.39346667
1080,55.3697,45.25703333
1081,54.888525,45.0228
1082,54.825575,45.03766667
1083,65.460575,48.8234
1084,71.83715,27.05183333
1085,73.24,27.7113
1086,64.89165,13.85586667
1087,64.8479,16.10666667
1088,73.313225,27.84546667
1089,70.9777,27.0805
1090,69.1749,27.05066667
1091,68.06975,27.0367
1092,55.78085,67.6066
1093,56.0363,67.25016667
1094,56.067775,66.72073333
1095,56.07325,66.64793333
1096,56.657,50.7268
1097,57.078,50.45476667
1098,57.2736,50.3302
1099,57.7795,50.01143333
1100,57.83175,50.0034
